image_names,mos_scores,mos_stds
airplane(1).tif,3.7160444259643555,2.7948645151517306
airplane(10).tif,8.654680252075195,2.7948645151517306
airplane(100).tif,10.0,2.7948645151517306
airplane(101).tif,10.0,2.7948645151517306
airplane(102).tif,10.0,2.7948645151517306
airplane(103).tif,8.70176887512207,2.7948645151517306
airplane(104).tif,9.49066162109375,2.7948645151517306
airplane(105).tif,9.999055862426758,2.7948645151517306
airplane(106).tif,8.714287757873535,2.7948645151517306
airplane(107).tif,3.523495674133301,2.7948645151517306
airplane(108).tif,8.327781677246094,2.7948645151517306
airplane(109).tif,5.4939985275268555,2.7948645151517306
airplane(11).tif,10.0,2.7948645151517306
airplane(110).tif,8.693159103393555,2.7948645151517306
airplane(111).tif,10.0,2.7948645151517306
airplane(112).tif,4.206523418426514,2.7948645151517306
airplane(113).tif,4.90488338470459,2.7948645151517306
airplane(114).tif,8.959782600402832,2.7948645151517306
airplane(115).tif,8.523564338684082,2.7948645151517306
airplane(116).tif,9.990413665771484,2.7948645151517306
airplane(117).tif,9.315075874328613,2.7948645151517306
airplane(118).tif,9.954948425292969,2.7948645151517306
airplane(119).tif,7.706161975860596,2.7948645151517306
airplane(12).tif,10.0,2.7948645151517306
airplane(120).tif,3.5359976291656494,2.7948645151517306
airplane(121).tif,2.8392648696899414,2.7948645151517306
airplane(122).tif,8.776495933532715,2.7948645151517306
airplane(123).tif,9.988901138305664,2.7948645151517306
airplane(124).tif,4.222116947174072,2.7948645151517306
airplane(125).tif,10.0,2.7948645151517306
airplane(126).tif,10.0,2.7948645151517306
airplane(127).tif,2.539774179458618,2.7948645151517306
airplane(128).tif,4.377187728881836,2.7948645151517306
airplane(129).tif,10.0,2.7948645151517306
airplane(13).tif,2.8540031909942627,2.7948645151517306
airplane(130).tif,8.826662063598633,2.7948645151517306
airplane(131).tif,8.970680236816406,2.7948645151517306
airplane(132).tif,3.440128803253174,2.7948645151517306
airplane(133).tif,9.988344192504883,2.7948645151517306
airplane(134).tif,5.500794410705566,2.7948645151517306
airplane(135).tif,8.834044456481934,2.7948645151517306
airplane(136).tif,4.742125988006592,2.7948645151517306
airplane(137).tif,3.4434211254119873,2.7948645151517306
airplane(138).tif,9.17109489440918,2.7948645151517306
airplane(139).tif,5.308070659637451,2.7948645151517306
airplane(14).tif,6.615227699279785,2.7948645151517306
airplane(140).tif,9.983575820922852,2.7948645151517306
airplane(141).tif,8.570060729980469,2.7948645151517306
airplane(142).tif,7.169885635375977,2.7948645151517306
airplane(143).tif,10.0,2.7948645151517306
airplane(144).tif,1.1615135669708252,2.7948645151517306
airplane(145).tif,5.116220951080322,2.7948645151517306
airplane(146).tif,9.977855682373047,2.7948645151517306
airplane(147).tif,2.034285306930542,2.7948645151517306
airplane(148).tif,10.0,2.7948645151517306
airplane(149).tif,5.472742557525635,2.7948645151517306
airplane(15).tif,6.812237739562988,2.7948645151517306
airplane(150).tif,9.015642166137695,2.7948645151517306
airplane(151).tif,6.2017292976379395,2.7948645151517306
airplane(152).tif,2.8986785411834717,2.7948645151517306
airplane(153).tif,2.318330764770508,2.7948645151517306
airplane(154).tif,5.95208740234375,2.7948645151517306
airplane(155).tif,3.153351306915283,2.7948645151517306
airplane(156).tif,3.638495445251465,2.7948645151517306
airplane(157).tif,3.9326181411743164,2.7948645151517306
airplane(158).tif,3.983617067337036,2.7948645151517306
airplane(159).tif,6.3459062576293945,2.7948645151517306
airplane(16).tif,10.0,2.7948645151517306
airplane(160).tif,10.0,2.7948645151517306
airplane(161).tif,10.0,2.7948645151517306
airplane(162).tif,10.0,2.7948645151517306
airplane(163).tif,10.0,2.7948645151517306
airplane(164).tif,3.064734935760498,2.7948645151517306
airplane(165).tif,4.735706329345703,2.7948645151517306
airplane(166).tif,10.0,2.7948645151517306
airplane(167).tif,10.0,2.7948645151517306
airplane(168).tif,10.0,2.7948645151517306
airplane(169).tif,10.0,2.7948645151517306
airplane(17).tif,7.173168182373047,2.7948645151517306
airplane(170).tif,3.622951030731201,2.7948645151517306
airplane(171).tif,9.592315673828125,2.7948645151517306
airplane(172).tif,10.0,2.7948645151517306
airplane(173).tif,9.987545013427734,2.7948645151517306
airplane(174).tif,9.068156242370605,2.7948645151517306
airplane(175).tif,10.0,2.7948645151517306
airplane(176).tif,10.0,2.7948645151517306
airplane(177).tif,8.029302597045898,2.7948645151517306
airplane(178).tif,3.89898943901062,2.7948645151517306
airplane(179).tif,10.0,2.7948645151517306
airplane(18).tif,10.0,2.7948645151517306
airplane(180).tif,7.6435980796813965,2.7948645151517306
airplane(181).tif,4.3173418045043945,2.7948645151517306
airplane(182).tif,10.0,2.7948645151517306
airplane(183).tif,10.0,2.7948645151517306
airplane(184).tif,5.13997745513916,2.7948645151517306
airplane(185).tif,9.346856117248535,2.7948645151517306
airplane(186).tif,10.0,2.7948645151517306
airplane(187).tif,9.763935089111328,2.7948645151517306
airplane(188).tif,4.450429916381836,2.7948645151517306
airplane(189).tif,7.566473484039307,2.7948645151517306
airplane(19).tif,10.0,2.7948645151517306
airplane(190).tif,7.115047454833984,2.7948645151517306
airplane(191).tif,8.638718605041504,2.7948645151517306
airplane(192).tif,10.0,2.7948645151517306
airplane(193).tif,10.0,2.7948645151517306
airplane(194).tif,8.526455879211426,2.7948645151517306
airplane(195).tif,9.981237411499023,2.7948645151517306
airplane(196).tif,2.350681781768799,2.7948645151517306
airplane(197).tif,10.0,2.7948645151517306
airplane(198).tif,9.580574035644531,2.7948645151517306
airplane(199).tif,3.9307355880737305,2.7948645151517306
airplane(2).tif,5.630181312561035,2.7948645151517306
airplane(20).tif,10.0,2.7948645151517306
airplane(200).tif,10.0,2.7948645151517306
airplane(201).tif,5.113227844238281,2.7948645151517306
airplane(202).tif,4.629734992980957,2.7948645151517306
airplane(203).tif,10.0,2.7948645151517306
airplane(204).tif,4.286350250244141,2.7948645151517306
airplane(205).tif,9.98907470703125,2.7948645151517306
airplane(206).tif,10.0,2.7948645151517306
airplane(207).tif,5.024305820465088,2.7948645151517306
airplane(208).tif,4.624897003173828,2.7948645151517306
airplane(209).tif,6.539717197418213,2.7948645151517306
airplane(21).tif,3.186434745788574,2.7948645151517306
airplane(210).tif,8.842350006103516,2.7948645151517306
airplane(211).tif,3.9604039192199707,2.7948645151517306
airplane(212).tif,10.0,2.7948645151517306
airplane(213).tif,6.134831428527832,2.7948645151517306
airplane(214).tif,9.045960426330566,2.7948645151517306
airplane(215).tif,7.537901878356934,2.7948645151517306
airplane(216).tif,9.49960708618164,2.7948645151517306
airplane(217).tif,4.302662372589111,2.7948645151517306
airplane(218).tif,4.984151840209961,2.7948645151517306
airplane(219).tif,9.686094284057617,2.7948645151517306
airplane(22).tif,4.193650245666504,2.7948645151517306
airplane(220).tif,5.05247688293457,2.7948645151517306
airplane(221).tif,10.0,2.7948645151517306
airplane(222).tif,10.0,2.7948645151517306
airplane(223).tif,7.208704471588135,2.7948645151517306
airplane(224).tif,10.0,2.7948645151517306
airplane(225).tif,7.228449821472168,2.7948645151517306
airplane(226).tif,6.4922637939453125,2.7948645151517306
airplane(227).tif,10.0,2.7948645151517306
airplane(228).tif,10.0,2.7948645151517306
airplane(229).tif,4.465504169464111,2.7948645151517306
airplane(23).tif,9.978742599487305,2.7948645151517306
airplane(230).tif,4.16651725769043,2.7948645151517306
airplane(231).tif,4.279292106628418,2.7948645151517306
airplane(232).tif,10.0,2.7948645151517306
airplane(233).tif,10.0,2.7948645151517306
airplane(234).tif,4.253333568572998,2.7948645151517306
airplane(235).tif,3.2606873512268066,2.7948645151517306
airplane(236).tif,10.0,2.7948645151517306
airplane(237).tif,9.003400802612305,2.7948645151517306
airplane(238).tif,10.0,2.7948645151517306
airplane(239).tif,9.977304458618164,2.7948645151517306
airplane(24).tif,6.0226616859436035,2.7948645151517306
airplane(240).tif,10.0,2.7948645151517306
airplane(241).tif,10.0,2.7948645151517306
airplane(242).tif,4.1695756912231445,2.7948645151517306
airplane(243).tif,10.0,2.7948645151517306
airplane(244).tif,9.406564712524414,2.7948645151517306
airplane(245).tif,10.0,2.7948645151517306
airplane(246).tif,4.236156463623047,2.7948645151517306
airplane(247).tif,4.3603973388671875,2.7948645151517306
airplane(248).tif,9.997191429138184,2.7948645151517306
airplane(249).tif,10.0,2.7948645151517306
airplane(25).tif,10.0,2.7948645151517306
airplane(250).tif,6.464923858642578,2.7948645151517306
airplane(251).tif,10.0,2.7948645151517306
airplane(252).tif,8.609807968139648,2.7948645151517306
airplane(253).tif,5.431435585021973,2.7948645151517306
airplane(254).tif,10.0,2.7948645151517306
airplane(255).tif,4.109203338623047,2.7948645151517306
airplane(256).tif,5.072636604309082,2.7948645151517306
airplane(257).tif,9.179414749145508,2.7948645151517306
airplane(258).tif,5.300221920013428,2.7948645151517306
airplane(259).tif,7.758666038513184,2.7948645151517306
airplane(26).tif,8.5259370803833,2.7948645151517306
airplane(260).tif,6.174635887145996,2.7948645151517306
airplane(261).tif,8.93846321105957,2.7948645151517306
airplane(262).tif,3.344548225402832,2.7948645151517306
airplane(263).tif,2.9923958778381348,2.7948645151517306
airplane(264).tif,4.3570404052734375,2.7948645151517306
airplane(265).tif,8.223995208740234,2.7948645151517306
airplane(266).tif,4.117751121520996,2.7948645151517306
airplane(267).tif,1.4718561172485352,2.7948645151517306
airplane(268).tif,10.0,2.7948645151517306
airplane(269).tif,4.73520040512085,2.7948645151517306
airplane(27).tif,2.6122772693634033,2.7948645151517306
airplane(270).tif,8.237810134887695,2.7948645151517306
airplane(271).tif,8.0526704788208,2.7948645151517306
airplane(272).tif,4.4302897453308105,2.7948645151517306
airplane(273).tif,10.0,2.7948645151517306
airplane(274).tif,8.064193725585938,2.7948645151517306
airplane(275).tif,10.0,2.7948645151517306
airplane(276).tif,8.640453338623047,2.7948645151517306
airplane(277).tif,3.121049165725708,2.7948645151517306
airplane(278).tif,9.99510383605957,2.7948645151517306
airplane(279).tif,2.3790760040283203,2.7948645151517306
airplane(28).tif,7.016983509063721,2.7948645151517306
airplane(280).tif,9.987555503845215,2.7948645151517306
airplane(281).tif,5.443237781524658,2.7948645151517306
airplane(282).tif,2.73901104927063,2.7948645151517306
airplane(283).tif,10.0,2.7948645151517306
airplane(284).tif,3.8007707595825195,2.7948645151517306
airplane(285).tif,10.0,2.7948645151517306
airplane(286).tif,8.148144721984863,2.7948645151517306
airplane(287).tif,8.799314498901367,2.7948645151517306
airplane(288).tif,5.855778694152832,2.7948645151517306
airplane(289).tif,6.306458473205566,2.7948645151517306
airplane(29).tif,1.4924219846725464,2.7948645151517306
airplane(290).tif,10.0,2.7948645151517306
airplane(291).tif,9.985489845275879,2.7948645151517306
airplane(292).tif,7.944310665130615,2.7948645151517306
airplane(293).tif,10.0,2.7948645151517306
airplane(294).tif,6.295395851135254,2.7948645151517306
airplane(295).tif,9.989946365356445,2.7948645151517306
airplane(296).tif,5.44406795501709,2.7948645151517306
airplane(297).tif,9.998058319091797,2.7948645151517306
airplane(298).tif,4.934253692626953,2.7948645151517306
airplane(299).tif,3.3285536766052246,2.7948645151517306
airplane(3).tif,7.458188533782959,2.7948645151517306
airplane(30).tif,8.433130264282227,2.7948645151517306
airplane(300).tif,8.13698959350586,2.7948645151517306
airplane(301).tif,2.44455623626709,2.7948645151517306
airplane(302).tif,10.0,2.7948645151517306
airplane(303).tif,3.811551094055176,2.7948645151517306
airplane(304).tif,5.883617401123047,2.7948645151517306
airplane(305).tif,3.516324758529663,2.7948645151517306
airplane(306).tif,10.0,2.7948645151517306
airplane(307).tif,9.048307418823242,2.7948645151517306
airplane(308).tif,2.7127327919006348,2.7948645151517306
airplane(309).tif,9.981157302856445,2.7948645151517306
airplane(31).tif,6.767486572265625,2.7948645151517306
airplane(310).tif,4.137823104858398,2.7948645151517306
airplane(311).tif,10.0,2.7948645151517306
airplane(312).tif,4.292644500732422,2.7948645151517306
airplane(313).tif,10.0,2.7948645151517306
airplane(314).tif,10.0,2.7948645151517306
airplane(315).tif,10.0,2.7948645151517306
airplane(316).tif,3.3541126251220703,2.7948645151517306
airplane(317).tif,8.07413101196289,2.7948645151517306
airplane(318).tif,10.0,2.7948645151517306
airplane(319).tif,5.226357460021973,2.7948645151517306
airplane(32).tif,10.0,2.7948645151517306
airplane(320).tif,10.0,2.7948645151517306
airplane(321).tif,8.870851516723633,2.7948645151517306
airplane(322).tif,4.303850173950195,2.7948645151517306
airplane(323).tif,6.378623008728027,2.7948645151517306
airplane(324).tif,10.0,2.7948645151517306
airplane(325).tif,7.249828338623047,2.7948645151517306
airplane(326).tif,5.294995307922363,2.7948645151517306
airplane(327).tif,6.263009071350098,2.7948645151517306
airplane(328).tif,10.0,2.7948645151517306
airplane(329).tif,10.0,2.7948645151517306
airplane(33).tif,6.433492660522461,2.7948645151517306
airplane(330).tif,3.603748321533203,2.7948645151517306
airplane(331).tif,9.237403869628906,2.7948645151517306
airplane(332).tif,3.0899624824523926,2.7948645151517306
airplane(333).tif,10.0,2.7948645151517306
airplane(334).tif,6.111691951751709,2.7948645151517306
airplane(335).tif,6.307383060455322,2.7948645151517306
airplane(336).tif,9.118629455566406,2.7948645151517306
airplane(337).tif,10.0,2.7948645151517306
airplane(338).tif,4.652197360992432,2.7948645151517306
airplane(339).tif,10.0,2.7948645151517306
airplane(34).tif,10.0,2.7948645151517306
airplane(340).tif,3.817800760269165,2.7948645151517306
airplane(341).tif,10.0,2.7948645151517306
airplane(342).tif,0.8601486682891846,2.7948645151517306
airplane(343).tif,3.6960184574127197,2.7948645151517306
airplane(344).tif,3.050450563430786,2.7948645151517306
airplane(345).tif,9.438497543334961,2.7948645151517306
airplane(346).tif,2.525521755218506,2.7948645151517306
airplane(347).tif,8.921281814575195,2.7948645151517306
airplane(348).tif,10.0,2.7948645151517306
airplane(349).tif,3.405982255935669,2.7948645151517306
airplane(35).tif,6.913335800170898,2.7948645151517306
airplane(350).tif,4.553801536560059,2.7948645151517306
airplane(351).tif,10.0,2.7948645151517306
airplane(36).tif,7.0381598472595215,2.7948645151517306
airplane(37).tif,2.5350050926208496,2.7948645151517306
airplane(38).tif,9.317781448364258,2.7948645151517306
airplane(39).tif,10.0,2.7948645151517306
airplane(4).tif,3.6298904418945312,2.7948645151517306
airplane(40).tif,1.4418020248413086,2.7948645151517306
airplane(41).tif,5.754950523376465,2.7948645151517306
airplane(42).tif,10.0,2.7948645151517306
airplane(43).tif,8.685142517089844,2.7948645151517306
airplane(44).tif,4.328929901123047,2.7948645151517306
airplane(45).tif,7.798131465911865,2.7948645151517306
airplane(46).tif,9.987248420715332,2.7948645151517306
airplane(47).tif,8.627751350402832,2.7948645151517306
airplane(48).tif,6.978818893432617,2.7948645151517306
airplane(49).tif,2.8066749572753906,2.7948645151517306
airplane(5).tif,6.258991241455078,2.7948645151517306
airplane(50).tif,10.0,2.7948645151517306
airplane(51).tif,9.980403900146484,2.7948645151517306
airplane(52).tif,6.177184104919434,2.7948645151517306
airplane(53).tif,1.423780918121338,2.7948645151517306
airplane(54).tif,3.0266804695129395,2.7948645151517306
airplane(55).tif,10.0,2.7948645151517306
airplane(56).tif,5.594281196594238,2.7948645151517306
airplane(57).tif,9.96627140045166,2.7948645151517306
airplane(58).tif,10.0,2.7948645151517306
airplane(59).tif,1.699238657951355,2.7948645151517306
airplane(6).tif,9.011770248413086,2.7948645151517306
airplane(60).tif,10.0,2.7948645151517306
airplane(61).tif,2.322417736053467,2.7948645151517306
airplane(62).tif,10.0,2.7948645151517306
airplane(63).tif,10.0,2.7948645151517306
airplane(64).tif,3.17452335357666,2.7948645151517306
airplane(65).tif,10.0,2.7948645151517306
airplane(66).tif,6.416123390197754,2.7948645151517306
airplane(67).tif,8.243000030517578,2.7948645151517306
airplane(68).tif,9.98884105682373,2.7948645151517306
airplane(69).tif,10.0,2.7948645151517306
airplane(7).tif,3.180652141571045,2.7948645151517306
airplane(70).tif,10.0,2.7948645151517306
airplane(71).tif,4.758571624755859,2.7948645151517306
airplane(72).tif,6.8072991371154785,2.7948645151517306
airplane(73).tif,5.990898132324219,2.7948645151517306
airplane(74).tif,6.725847244262695,2.7948645151517306
airplane(75).tif,10.0,2.7948645151517306
airplane(76).tif,4.887725353240967,2.7948645151517306
airplane(77).tif,2.9996378421783447,2.7948645151517306
airplane(78).tif,3.444547176361084,2.7948645151517306
airplane(79).tif,4.715926647186279,2.7948645151517306
airplane(8).tif,7.174286842346191,2.7948645151517306
airplane(80).tif,2.2752389907836914,2.7948645151517306
airplane(81).tif,10.0,2.7948645151517306
airplane(82).tif,5.909188270568848,2.7948645151517306
airplane(83).tif,6.185249328613281,2.7948645151517306
airplane(84).tif,7.977542877197266,2.7948645151517306
airplane(85).tif,1.6724164485931396,2.7948645151517306
airplane(86).tif,7.140717506408691,2.7948645151517306
airplane(87).tif,5.436686992645264,2.7948645151517306
airplane(88).tif,10.0,2.7948645151517306
airplane(89).tif,10.0,2.7948645151517306
airplane(9).tif,3.575936794281006,2.7948645151517306
airplane(90).tif,10.0,2.7948645151517306
airplane(91).tif,8.097641944885254,2.7948645151517306
airplane(92).tif,3.808354139328003,2.7948645151517306
airplane(93).tif,2.58358097076416,2.7948645151517306
airplane(94).tif,7.676951885223389,2.7948645151517306
airplane(95).tif,9.508230209350586,2.7948645151517306
airplane(96).tif,6.7660675048828125,2.7948645151517306
airplane(97).tif,10.0,2.7948645151517306
airplane(98).tif,10.0,2.7948645151517306
airplane(99).tif,10.0,2.7948645151517306
airport_runway(1).tif,1.0564969778060913,2.7948645151517306
airport_runway(10).tif,10.0,2.7948645151517306
airport_runway(100).tif,6.603435516357422,2.7948645151517306
airport_runway(101).tif,10.0,2.7948645151517306
airport_runway(102).tif,2.0412113666534424,2.7948645151517306
airport_runway(103).tif,9.97181224822998,2.7948645151517306
airport_runway(104).tif,3.8567042350769043,2.7948645151517306
airport_runway(105).tif,8.48914909362793,2.7948645151517306
